held_out_station,feature_scale_floor
00232,0.2000000000000004
00427,0.20000000000000157
01048,0.2000000000000004
01346,0.2000000000000001
01420,0.2000000000000001
01443,0.19999999999999996
01550,0.2000000000000001
01691,0.2000000000000001
01975,0.20850000000000118
02014,0.2000000000000001
02667,0.2000000000000001
03032,0.20975000000000085
03668,0.1999999999999999
04104,0.2000000000000001
04271,0.2000000000000001
05792,0.2000000000000001
